instance,lower_bound,expected,calculated,difference,status
../instances/jupiter/graph_6341.txt,3,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_6364.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_6393.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_6402.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_6408.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_6412.txt,3,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_6433.txt,3,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_6444.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_6459.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_6470.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_6477.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_6482.txt,3,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_6502.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_6503.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_6517.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_6527.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_6546.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_6583.txt,3,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_6591.txt,3,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_6597.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_6599.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_6645.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_6648.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_6653.txt,2,2.0,3.0,1.0,MISMATCH
../instances/jupiter/graph_6706.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_6721.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_6727.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_6760.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_6771.txt,3,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_6792.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_6797.txt,3,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_6815.txt,3,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_6833.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_6851.txt,3,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_6882.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_6885.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_6940.txt,3,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_6953.txt,3,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_6958.txt,3,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_6964.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_6992.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_6999.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_7019.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_7025.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_7048.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_7050.txt,3,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_7061.txt,3,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_7062.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_7079.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_7089.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_7096.txt,2,3.0,4.0,1.0,MISMATCH
../instances/jupiter/graph_7101.txt,3,3.0,4.0,1.0,MISMATCH
../instances/new_grafos/graph_8.txt,3,3.0,4.0,1.0,MISMATCH
../instances/new_grafos/graph_11.txt,3,3.0,4.0,1.0,MISMATCH
../instances/new_grafos/graph_12.txt,3,3.0,4.0,1.0,MISMATCH
../instances/new_grafos/graph_13.txt,3,3.0,4.0,1.0,MISMATCH
../instances/new_grafos/graph_15.txt,3,3.0,4.0,1.0,MISMATCH
../instances/new_grafos/graph_18.txt,3,3.0,4.0,1.0,MISMATCH
../instances/new_grafos/graph_27.txt,2,3.0,4.0,1.0,MISMATCH
../instances/new_grafos/graph_33.txt,3,3.0,4.0,1.0,MISMATCH
../instances/new_grafos/graph_39.txt,2,3.0,4.0,1.0,MISMATCH
../instances/new_grafos/graph_42.txt,3,3.0,4.0,1.0,MISMATCH
../instances/new_grafos/graph_47.txt,2,3.0,4.0,1.0,MISMATCH
../instances/new_grafos/graph_50.txt,3,3.0,4.0,1.0,MISMATCH
../instances/new_grafos/graph_51.txt,3,3.0,4.0,1.0,MISMATCH
../instances/new_grafos/graph_52.txt,2,3.0,4.0,1.0,MISMATCH
../instances/new_grafos/graph_58.txt,3,3.0,4.0,1.0,MISMATCH
../instances/new_grafos/graph_61.txt,2,3.0,4.0,1.0,MISMATCH
../instances/new_grafos/graph_63.txt,3,3.0,4.0,1.0,MISMATCH
../instances/new_grafos/graph_64.txt,3,3.0,4.0,1.0,MISMATCH
../instances/new_grafos/graph_68.txt,2,3.0,4.0,1.0,MISMATCH
../instances/new_grafos/graph_70.txt,3,3.0,4.0,1.0,MISMATCH
../instances/new_grafos/graph_71.txt,3,3.0,4.0,1.0,MISMATCH
../instances/new_grafos/graph_73.txt,3,3.0,4.0,1.0,MISMATCH
../instances/new_grafos/graph_76.txt,2,3.0,4.0,1.0,MISMATCH
../instances/new_grafos/graph_80.txt,3,3.0,4.0,1.0,MISMATCH
../instances/new_grafos/graph_81.txt,3,3.0,4.0,1.0,MISMATCH
../instances/new_grafos/graph_84.txt,3,3.0,4.0,1.0,MISMATCH
../instances/new_grafos/graph_89.txt,3,3.0,4.0,1.0,MISMATCH
../instances/new_grafos/graph_91.txt,2,3.0,4.0,1.0,MISMATCH
../instances/examples/G11_square.in,3,3.0,,Infinity,MISMATCH
../instances/examples/G11_squaresplus5.in,4,4.0,,Infinity,MISMATCH
../instances/examples/G12_articulation.in,3,3.0,,Infinity,MISMATCH
../instances/examples/G12_paper_pag9adj.in,4,4.0,,Infinity,MISMATCH
../instances/examples/G14_centrallity.in,2,2.0,,Infinity,MISMATCH
../instances/examples/G18_E25_edges.in,5,5.0,6.0,1.0,MISMATCH
../instances/examples/G18_lewiscarrolpuzzle.in,5,7.0,,Infinity,MISMATCH
../instances/examples/G6_15a.in,4,4.0,,Infinity,MISMATCH
../instances/examples/G7_luis_exemplo.in,3,3.0,,Infinity,MISMATCH
../instances/examples/G8_diamond.in,3,3.0,,Infinity,MISMATCH
../instances/examples/G8_luis_exemplo.in,3,4.0,,Infinity,MISMATCH
../instances/examples/G8_stretch_5.in,5,5.0,,Infinity,MISMATCH
../instances/examples/G9_luis_exemplo.in,2,4.0,,Infinity,MISMATCH
../instances/examples/G9_paper_pag4.in,4,4.0,,Infinity,MISMATCH
../instances/examples/luis.madj,2,3.0,,Infinity,MISMATCH
../instances/examples/G13_turan_graph.in,2,3.0,,Infinity,MISMATCH
