This is a test battery for tadmiss ran at 19-03-2024
Test description: Running brute force parallel (adjacency list)
Computational environment:  Common KVM processor with 4 GB of RAM running in Current operational system information: posix.uname_result(sysname='Linux', nodename='labic-vm-test', release='5.15.0-100-generic', version='#110-Ubuntu SMP Wed Feb 7 13:27:48 UTC 2024', machine='x86_64')
Original binary file name: app_BF-ADJACENCY
Default arguments given: " "
Default number of independent runs: 1 -- Default timelimit in seconds for each run: 21600 -- Default starting seed: 0
Amount of instances in this test battery: 206
Details about each failed run, overriden arguments, or repeated instances should be seen in the respective log file. You may also use the original json archived here for this same purpose.

+---------------------------+----------------------+-----------------------+------------------------------------------+---------------------------------------+---------+--------+-------------+-------------+
|       Instance Name       |        Subdir        | #Successes/#TotalRuns | Avg running time (s) (MIN/MAX) [std_dev] | Avg stretch index (MIN/MAX) [std_dev] | #Vertex | #Edges | Lower Bound | Total trees |
| !+jupiter/graph_1248.txt | jupiter/graph_1248/ |          1/1          |      52.2951 (52.2951/52.2951) [0]       |              3 (3/3) [0]              |    12   |   35   |      2      |   18845949  |
| !+jupiter/graph_1249.txt | jupiter/graph_1249/ |          1/1          |      161.316 (161.316/161.316) [0]       |              3 (3/3) [0]              |    12   |   37   |      2      |   47200320  |
| !+jupiter/graph_1252.txt | jupiter/graph_1252/ |          1/1          |      280.713 (280.713/280.713) [0]       |              3 (3/3) [0]              |    12   |   40   |      2      |  130018370  |
| !+jupiter/graph_1255.txt | jupiter/graph_1255/ |          1/1          |      1659.15 (1659.15/1659.15) [0]       |              2 (2/2) [0]              |    12   |   46   |      2      |  517595626  |
| !+jupiter/graph_1256.txt | jupiter/graph_1256/ |          1/1          |      17.3955 (17.3955/17.3955) [0]       |              3 (3/3) [0]              |    12   |   33   |      2      |   7263809   |
| !+jupiter/graph_1257.txt | jupiter/graph_1257/ |          1/1          |      473.286 (473.286/473.286) [0]       |              3 (3/3) [0]              |    12   |   41   |      2      |  143844976  |
| !+jupiter/graph_1258.txt | jupiter/graph_1258/ |          1/1          |      2441.94 (2441.94/2441.94) [0]       |              3 (3/3) [0]              |    12   |   47   |      2      |  740122500  |
| !+jupiter/graph_1259.txt | jupiter/graph_1259/ |          1/1          |      1327.54 (1327.54/1327.54) [0]       |              2 (2/2) [0]              |    12   |   45   |      2      |  447623656  |
| !+jupiter/graph_1262.txt | jupiter/graph_1262/ |          1/1          |      35.1714 (35.1714/35.1714) [0]       |              3 (3/3) [0]              |    12   |   34   |      2      |   14229459  |
| !+jupiter/graph_1263.txt | jupiter/graph_1263/ |          1/1          |      35.8362 (35.8362/35.8362) [0]       |              3 (3/3) [0]              |    12   |   36   |      2      |   17264296  |
| !+jupiter/graph_1264.txt | jupiter/graph_1264/ |          1/1          |        743.82 (743.82/743.82) [0]        |              3 (3/3) [0]              |    12   |   43   |      2      |  210704000  |
| !+jupiter/graph_1265.txt | jupiter/graph_1265/ |          1/1          |      6288.71 (6288.71/6288.71) [0]       |              2 (2/2) [0]              |    12   |   50   |      2      |  1883596763 |
| !+jupiter/graph_1266.txt | jupiter/graph_1266/ |          1/1          |      20.9616 (20.9616/20.9616) [0]       |              3 (3/3) [0]              |    12   |   33   |      2      |   6452189   |
| !+jupiter/graph_1270.txt | jupiter/graph_1270/ |          1/1          |      17.9757 (17.9757/17.9757) [0]       |              3 (3/3) [0]              |    12   |   33   |      2      |   5319089   |
| !+jupiter/graph_1271.txt | jupiter/graph_1271/ |          1/1          |      392.265 (392.265/392.265) [0]       |              2 (2/2) [0]              |    12   |   48   |      2      |  153117686  |
| !+jupiter/graph_1272.txt | jupiter/graph_1272/ |          1/1          |      603.519 (603.519/603.519) [0]       |              3 (3/3) [0]              |    12   |   42   |      2      |  187205183  |
| !+jupiter/graph_1274.txt | jupiter/graph_1274/ |          1/1          |      554.481 (554.481/554.481) [0]       |              3 (3/3) [0]              |    12   |   42   |      2      |  212802408  |
| !+jupiter/graph_1275.txt | jupiter/graph_1275/ |          1/1          |      183.496 (183.496/183.496) [0]       |              2 (2/2) [0]              |    12   |   44   |      2      |   79286911  |
| !+jupiter/graph_1278.txt | jupiter/graph_1278/ |          1/1          |      132.227 (132.227/132.227) [0]       |              2 (2/2) [0]              |    12   |   39   |      2      |   60057717  |
| !+jupiter/graph_1279.txt | jupiter/graph_1279/ |          1/1          |      54.5922 (54.5922/54.5922) [0]       |              3 (3/3) [0]              |    12   |   35   |      2      |   18294976  |
| !+jupiter/graph_1280.txt | jupiter/graph_1280/ |          1/1          |      85.8563 (85.8563/85.8563) [0]       |              3 (3/3) [0]              |    12   |   36   |      2      |   30559903  |
| !+jupiter/graph_1283.txt | jupiter/graph_1283/ |          1/1          |      416.086 (416.086/416.086) [0]       |              2 (2/2) [0]              |    12   |   47   |      2      |  164734528  |
| !+jupiter/graph_1285.txt | jupiter/graph_1285/ |          1/1          |      192.478 (192.478/192.478) [0]       |              2 (2/2) [0]              |    12   |   42   |      2      |   84898793  |
| !+jupiter/graph_1286.txt | jupiter/graph_1286/ |          1/1          |     0.001029 (0.001029/0.001029) [0]     |              2 (2/2) [0]              |    12   |   46   |      2      |      12     |
| !+jupiter/graph_1287.txt | jupiter/graph_1287/ |          1/1          |      496.306 (496.306/496.306) [0]       |              3 (3/3) [0]              |    12   |   42   |      2      |  207257900  |
| !+jupiter/graph_1288.txt | jupiter/graph_1288/ |          1/1          |        22.605 (22.605/22.605) [0]        |              3 (3/3) [0]              |    12   |   33   |      2      |   7262208   |
| !+jupiter/graph_1289.txt | jupiter/graph_1289/ |          1/1          |      161.998 (161.998/161.998) [0]       |              3 (3/3) [0]              |    12   |   38   |      2      |   50572608  |
| !+jupiter/graph_1290.txt | jupiter/graph_1290/ |          1/1          |      436.095 (436.095/436.095) [0]       |              3 (3/3) [0]              |    12   |   40   |      2      |  116625335  |
| !+jupiter/graph_1291.txt | jupiter/graph_1291/ |          1/1          |     0.001008 (0.001008/0.001008) [0]     |              2 (2/2) [0]              |    12   |   46   |      2      |      1      |
| !+jupiter/graph_1293.txt | jupiter/graph_1293/ |          1/1          |      32.0481 (32.0481/32.0481) [0]       |              3 (3/3) [0]              |    12   |   33   |      2      |   9579516   |
| !+jupiter/graph_1297.txt | jupiter/graph_1297/ |          1/1          |        102.98 (102.98/102.98) [0]        |              3 (3/3) [0]              |    12   |   37   |      2      |   38617675  |
| !+jupiter/graph_1298.txt | jupiter/graph_1298/ |          1/1          |      2.00899 (2.00899/2.00899) [0]       |              3 (3/3) [0]              |    12   |   34   |      3      |   1194995   |
| !+jupiter/graph_1299.txt | jupiter/graph_1299/ |          1/1          |      2114.34 (2114.34/2114.34) [0]       |              2 (2/2) [0]              |    12   |   51   |      2      |  813757547  |
| !+jupiter/graph_1301.txt | jupiter/graph_1301/ |          1/1          |     0.000897 (0.000897/0.000897) [0]     |              3 (3/3) [0]              |    12   |   45   |      3      |      1      |
| !+jupiter/graph_1302.txt | jupiter/graph_1302/ |          1/1          |      1784.01 (1784.01/1784.01) [0]       |              3 (3/3) [0]              |    12   |   45   |      2      |  517620630  |
| !+jupiter/graph_1303.txt | jupiter/graph_1303/ |          1/1          |      2724.24 (2724.24/2724.24) [0]       |              3 (3/3) [0]              |    12   |   46   |      2      |  695746373  |
| !+jupiter/graph_1306.txt | jupiter/graph_1306/ |          1/1          |     0.000969 (0.000969/0.000969) [0]     |              2 (2/2) [0]              |    12   |   49   |      2      |      17     |
| !+jupiter/graph_1307.txt | jupiter/graph_1307/ |          1/1          |      817.701 (817.701/817.701) [0]       |              3 (3/3) [0]              |    12   |   43   |      2      |  254793078  |
| !+jupiter/graph_1308.txt | jupiter/graph_1308/ |          1/1          |     0.000706 (0.000706/0.000706) [0]     |              2 (2/2) [0]              |    12   |   49   |      2      |      1      |
| !+jupiter/graph_1312.txt | jupiter/graph_1312/ |          1/1          |      43.3014 (43.3014/43.3014) [0]       |              3 (3/3) [0]              |    12   |   35   |      2      |   13982807  |
| !+jupiter/graph_1313.txt | jupiter/graph_1313/ |          1/1          |        84.264 (84.264/84.264) [0]        |              3 (3/3) [0]              |    12   |   36   |      2      |   28704040  |
| !+jupiter/graph_1315.txt | jupiter/graph_1315/ |          1/1          |      91.4861 (91.4861/91.4861) [0]       |              3 (3/3) [0]              |    12   |   36   |      2      |   30229801  |
| !+jupiter/graph_1317.txt | jupiter/graph_1317/ |          1/1          |      133.402 (133.402/133.402) [0]       |              3 (3/3) [0]              |    12   |   38   |      2      |   41852112  |
| !+jupiter/graph_1320.txt | jupiter/graph_1320/ |          1/1          |      299.194 (299.194/299.194) [0]       |              3 (3/3) [0]              |    12   |   40   |      2      |  114400188  |
| !+jupiter/graph_1324.txt | jupiter/graph_1324/ |          1/1          |      372.913 (372.913/372.913) [0]       |              3 (3/3) [0]              |    12   |   40   |      2      |  109737360  |
| !+jupiter/graph_1326.txt | jupiter/graph_1326/ |          1/1          |      216.921 (216.921/216.921) [0]       |              3 (3/3) [0]              |    12   |   39   |      2      |   66541248  |
| !+jupiter/graph_1328.txt | jupiter/graph_1328/ |          1/1          |     0.412187 (0.412187/0.412187) [0]     |              3 (3/3) [0]              |    12   |   34   |      3      |    245818   |
| !+jupiter/graph_1329.txt | jupiter/graph_1329/ |          1/1          |      73.4225 (73.4225/73.4225) [0]       |              3 (3/3) [0]              |    12   |   37   |      2      |   31892067  |
| !+jupiter/graph_1330.txt | jupiter/graph_1330/ |          1/1          |      241.411 (241.411/241.411) [0]       |              3 (3/3) [0]              |    12   |   38   |      2      |   46365036  |
| !+jupiter/graph_1332.txt | jupiter/graph_1332/ |          1/1          |      579.616 (579.616/579.616) [0]       |              3 (3/3) [0]              |    12   |   43   |      2      |  182446704  |
| !+jupiter/graph_1333.txt | jupiter/graph_1333/ |          1/1          |     0.001087 (0.001087/0.001087) [0]     |              2 (2/2) [0]              |    12   |   51   |      2      |      1      |
| !+jupiter/graph_1335.txt | jupiter/graph_1335/ |          1/1          |      1299.79 (1299.79/1299.79) [0]       |              3 (3/3) [0]              |    12   |   44   |      2      |  377765164  |
| !+jupiter/graph_1339.txt | jupiter/graph_1339/ |          1/1          |      4066.32 (4066.32/4066.32) [0]       |              2 (2/2) [0]              |    12   |   52   |      2      |  1526570996 |
| !+jupiter/graph_1340.txt | jupiter/graph_1340/ |          1/1          |     0.000944 (0.000944/0.000944) [0]     |              2 (2/2) [0]              |    12   |   54   |      2      |      1      |
| !+jupiter/graph_1342.txt | jupiter/graph_1342/ |          1/1          |      41.3627 (41.3627/41.3627) [0]       |              3 (3/3) [0]              |    12   |   35   |      2      |   18118379  |
| !+jupiter/graph_1344.txt | jupiter/graph_1344/ |          1/1          |     0.000672 (0.000672/0.000672) [0]     |              2 (2/2) [0]              |    12   |   52   |      2      |      1      |
| !+jupiter/graph_1347.txt | jupiter/graph_1347/ |          1/1          |     0.000591 (0.000591/0.000591) [0]     |              2 (2/2) [0]              |    12   |   48   |      2      |      2      |
| !+jupiter/graph_1348.txt | jupiter/graph_1348/ |          1/1          |      3771.03 (3771.03/3771.03) [0]       |              2 (2/2) [0]              |    12   |   48   |      2      |  1001575040 |
| !+jupiter/graph_1349.txt | jupiter/graph_1349/ |          1/1          |      260.264 (260.264/260.264) [0]       |              3 (3/3) [0]              |    12   |   40   |      2      |   63045214  |
| !+jupiter/graph_1350.txt | jupiter/graph_1350/ |          1/1          |      57.8736 (57.8736/57.8736) [0]       |              3 (3/3) [0]              |    12   |   35   |      2      |   16072797  |
| !+jupiter/graph_1351.txt | jupiter/graph_1351/ |          1/1          |      1665.68 (1665.68/1665.68) [0]       |              2 (2/2) [0]              |    12   |   48   |      2      |  665073436  |
| !+jupiter/graph_1352.txt | jupiter/graph_1352/ |          1/1          |      1030.72 (1030.72/1030.72) [0]       |              3 (3/3) [0]              |    12   |   43   |      2      |  310993416  |
| !+jupiter/graph_1357.txt | jupiter/graph_1357/ |          1/1          |        766.65 (766.65/766.65) [0]        |              3 (3/3) [0]              |    12   |   43   |      2      |  228556800  |
| !+jupiter/graph_1359.txt | jupiter/graph_1359/ |          1/1          |      1586.56 (1586.56/1586.56) [0]       |              3 (3/3) [0]              |    12   |   44   |      2      |  371398231  |
| !+jupiter/graph_1360.txt | jupiter/graph_1360/ |          1/1          |      9.85209 (9.85209/9.85209) [0]       |              3 (3/3) [0]              |    12   |   37   |      3      |   5152023   |
| !+jupiter/graph_1364.txt | jupiter/graph_1364/ |          1/1          |      1390.59 (1390.59/1390.59) [0]       |              3 (3/3) [0]              |    12   |   45   |      2      |  423132160  |
| !+jupiter/graph_1366.txt | jupiter/graph_1366/ |          1/1          |        589.79 (589.79/589.79) [0]        |              2 (2/2) [0]              |    12   |   49   |      2      |  229030857  |
| !+jupiter/graph_1367.txt | jupiter/graph_1367/ |          1/1          |     0.313867 (0.313867/0.313867) [0]     |              3 (3/3) [0]              |    12   |   33   |      3      |    186483   |
| !+jupiter/graph_1368.txt | jupiter/graph_1368/ |          1/1          |      3304.41 (3304.41/3304.41) [0]       |              2 (2/2) [0]              |    12   |   52   |      2      |  1244767509 |
| !+jupiter/graph_1371.txt | jupiter/graph_1371/ |          1/1          |      83.9877 (83.9877/83.9877) [0]       |              3 (3/3) [0]              |    12   |   38   |      2      |   28827912  |
| !+jupiter/graph_1372.txt | jupiter/graph_1372/ |          1/1          |      26.6408 (26.6408/26.6408) [0]       |              3 (3/3) [0]              |    12   |   33   |      2      |   8826705   |
| !+jupiter/graph_1373.txt | jupiter/graph_1373/ |          1/1          |      579.176 (579.176/579.176) [0]       |              3 (3/3) [0]              |    12   |   43   |      2      |  246877129  |
| !+jupiter/graph_1374.txt | jupiter/graph_1374/ |          1/1          |      7230.88 (7230.88/7230.88) [0]       |              2 (2/2) [0]              |    12   |   55   |      2      |  2563713083 |
| !+jupiter/graph_1375.txt | jupiter/graph_1375/ |          1/1          |     0.001162 (0.001162/0.001162) [0]     |              3 (3/3) [0]              |    12   |   35   |      3      |     162     |
| !+jupiter/graph_1376.txt | jupiter/graph_1376/ |          1/1          |      5094.58 (5094.58/5094.58) [0]       |              3 (3/3) [0]              |    12   |   48   |      2      |  1221340308 |
| !+jupiter/graph_1378.txt | jupiter/graph_1378/ |          1/1          |      105.791 (105.791/105.791) [0]       |              3 (3/3) [0]              |    12   |   37   |      2      |   48100244  |
| !+jupiter/graph_1381.txt | jupiter/graph_1381/ |          1/1          |      1620.75 (1620.75/1620.75) [0]       |              3 (3/3) [0]              |    12   |   44   |      2      |  393236928  |
| !+jupiter/graph_1384.txt | jupiter/graph_1384/ |          1/1          |      1836.66 (1836.66/1836.66) [0]       |              3 (3/3) [0]              |    12   |   46   |      2      |  704464218  |
| !+jupiter/graph_1385.txt | jupiter/graph_1385/ |          1/1          |      799.548 (799.548/799.548) [0]       |              3 (3/3) [0]              |    12   |   43   |      2      |  265137631  |
| !+jupiter/graph_1386.txt | jupiter/graph_1386/ |          1/1          |        1276.5 (1276.5/1276.5) [0]        |              3 (3/3) [0]              |    12   |   44   |      2      |  379790779  |
| !+jupiter/graph_1387.txt | jupiter/graph_1387/ |          1/1          |      301.427 (301.427/301.427) [0]       |              3 (3/3) [0]              |    12   |   39   |      2      |   86988292  |
| !+jupiter/graph_1388.txt | jupiter/graph_1388/ |          1/1          |     0.127504 (0.127504/0.127504) [0]     |              3 (3/3) [0]              |    12   |   36   |      3      |    71664    |
| !+jupiter/graph_1390.txt | jupiter/graph_1390/ |          1/1          |        3247.8 (3247.8/3247.8) [0]        |              3 (3/3) [0]              |    12   |   48   |      2      |  867694509  |
| !+jupiter/graph_1391.txt | jupiter/graph_1391/ |          1/1          |      576.277 (576.277/576.277) [0]       |              3 (3/3) [0]              |    12   |   42   |      2      |  230560945  |
| !+jupiter/graph_1393.txt | jupiter/graph_1393/ |          1/1          |      2322.72 (2322.72/2322.72) [0]       |              3 (3/3) [0]              |    12   |   46   |      2      |  667105760  |
| !+jupiter/graph_1394.txt | jupiter/graph_1394/ |          1/1          |      3145.68 (3145.68/3145.68) [0]       |              3 (3/3) [0]              |    12   |   47   |      2      |  892361891  |
| !+jupiter/graph_1395.txt | jupiter/graph_1395/ |          1/1          |      7015.28 (7015.28/7015.28) [0]       |              2 (2/2) [0]              |    12   |   55   |      2      |  2488634389 |
| !+jupiter/graph_1396.txt | jupiter/graph_1396/ |          1/1          |      1858.96 (1858.96/1858.96) [0]       |              2 (2/2) [0]              |    12   |   47   |      2      |  709675999  |
| !+jupiter/graph_1400.txt | jupiter/graph_1400/ |          1/1          |      1792.96 (1792.96/1792.96) [0]       |              2 (2/2) [0]              |    12   |   45   |      2      |  476128676  |
| !+jupiter/graph_1401.txt | jupiter/graph_1401/ |          1/1          |      382.484 (382.484/382.484) [0]       |              3 (3/3) [0]              |    12   |   40   |      2      |  110637303  |
| !+jupiter/graph_1403.txt | jupiter/graph_1403/ |          1/1          |      16.0133 (16.0133/16.0133) [0]       |              2 (2/2) [0]              |    12   |   45   |      2      |   6883135   |
| !+jupiter/graph_1404.txt | jupiter/graph_1404/ |          1/1          |      108.741 (108.741/108.741) [0]       |              2 (2/2) [0]              |    12   |   37   |      2      |   30368016  |
| !+jupiter/graph_1405.txt | jupiter/graph_1405/ |          1/1          |      26.6248 (26.6248/26.6248) [0]       |              2 (2/2) [0]              |    12   |   47   |      2      |   11066176  |
| !+jupiter/graph_1406.txt | jupiter/graph_1406/ |          1/1          |      32.3516 (32.3516/32.3516) [0]       |              3 (3/3) [0]              |    12   |   34   |      2      |   14414715  |
| !+jupiter/graph_1409.txt | jupiter/graph_1409/ |          1/1          |      64.0463 (64.0463/64.0463) [0]       |              3 (3/3) [0]              |    12   |   35   |      2      |   19630250  |
| !+jupiter/graph_1410.txt | jupiter/graph_1410/ |          1/1          |      20.3884 (20.3884/20.3884) [0]       |              3 (3/3) [0]              |    12   |   33   |      2      |   6377876   |
| !+jupiter/graph_1411.txt | jupiter/graph_1411/ |          1/1          |      4.74608 (4.74608/4.74608) [0]       |              3 (3/3) [0]              |    12   |   34   |      3      |   2613259   |
| !+jupiter/graph_1412.txt | jupiter/graph_1412/ |          1/1          |      666.406 (666.406/666.406) [0]       |              3 (3/3) [0]              |    12   |   42   |      2      |  194088744  |
| !+jupiter/graph_1413.txt | jupiter/graph_1413/ |          1/1          |      198.851 (198.851/198.851) [0]       |              3 (3/3) [0]              |    12   |   38   |      2      |   46715590  |
| !+jupiter/graph_1414.txt | jupiter/graph_1414/ |          1/1          |      230.189 (230.189/230.189) [0]       |              3 (3/3) [0]              |    12   |   38   |      2      |   48444624  |
| !+jupiter/graph_1415.txt | jupiter/graph_1415/ |          1/1          |      479.836 (479.836/479.836) [0]       |              2 (2/2) [0]              |    12   |   44   |      2      |  202475164  |
| !+jupiter/graph_1417.txt | jupiter/graph_1417/ |          1/1          |        2.9914 (2.9914/2.9914) [0]        |              3 (3/3) [0]              |    12   |   36   |      3      |   1621843   |
| !+jupiter/graph_1418.txt | jupiter/graph_1418/ |          1/1          |        2108.4 (2108.4/2108.4) [0]        |              2 (2/2) [0]              |    12   |   48   |      2      |  761897833  |
| !+jupiter/graph_1419.txt | jupiter/graph_1419/ |          1/1          |     0.000987 (0.000987/0.000987) [0]     |              2 (2/2) [0]              |    12   |   50   |      2      |      2      |
| !+jupiter/graph_1420.txt | jupiter/graph_1420/ |          1/1          |     0.000872 (0.000872/0.000872) [0]     |              2 (2/2) [0]              |    12   |   43   |      2      |      1      |
| !+jupiter/graph_1422.txt | jupiter/graph_1422/ |          1/1          |      15.6188 (15.6188/15.6188) [0]       |              3 (3/3) [0]              |    12   |   33   |      2      |   5852352   |
| !+jupiter/graph_1423.txt | jupiter/graph_1423/ |          1/1          |     0.001034 (0.001034/0.001034) [0]     |              2 (2/2) [0]              |    12   |   40   |      2      |      5      |
| !+jupiter/graph_1425.txt | jupiter/graph_1425/ |          1/1          |      344.069 (344.069/344.069) [0]       |              2 (2/2) [0]              |    12   |   41   |      2      |  118722766  |
| !+jupiter/graph_1426.txt | jupiter/graph_1426/ |          1/1          |     0.000922 (0.000922/0.000922) [0]     |              2 (2/2) [0]              |    12   |   45   |      2      |      26     |
| !+jupiter/graph_1429.txt | jupiter/graph_1429/ |          1/1          |      47.5118 (47.5118/47.5118) [0]       |              3 (3/3) [0]              |    12   |   34   |      2      |   16137254  |
| !+jupiter/graph_1430.txt | jupiter/graph_1430/ |          1/1          |      412.118 (412.118/412.118) [0]       |              3 (3/3) [0]              |    12   |   40   |      2      |  118383552  |
| !+jupiter/graph_1432.txt | jupiter/graph_1432/ |          1/1          |      179.161 (179.161/179.161) [0]       |              3 (3/3) [0]              |    12   |   38   |      2      |   56990416  |
| !+jupiter/graph_1433.txt | jupiter/graph_1433/ |          1/1          |      421.695 (421.695/421.695) [0]       |              3 (3/3) [0]              |    12   |   41   |      2      |  131001591  |
| !+jupiter/graph_1434.txt | jupiter/graph_1434/ |          1/1          |      271.811 (271.811/271.811) [0]       |              3 (3/3) [0]              |    12   |   40   |      2      |   94485440  |
| !+jupiter/graph_1438.txt | jupiter/graph_1438/ |          1/1          |      206.222 (206.222/206.222) [0]       |              3 (3/3) [0]              |    12   |   39   |      2      |   65180453  |
| !+jupiter/graph_1439.txt | jupiter/graph_1439/ |          1/1          |      249.557 (249.557/249.557) [0]       |              3 (3/3) [0]              |    12   |   40   |      2      |  100755477  |
| !+jupiter/graph_1440.txt | jupiter/graph_1440/ |          1/1          |        354.67 (354.67/354.67) [0]        |              3 (3/3) [0]              |    12   |   41   |      2      |  147794100  |
| !+jupiter/graph_1441.txt | jupiter/graph_1441/ |          1/1          |      1217.26 (1217.26/1217.26) [0]       |              3 (3/3) [0]              |    12   |   44   |      2      |  354419280  |
| !+jupiter/graph_1442.txt | jupiter/graph_1442/ |          1/1          |      885.464 (885.464/885.464) [0]       |              3 (3/3) [0]              |    12   |   43   |      2      |  266609973  |
| !+jupiter/graph_1446.txt | jupiter/graph_1446/ |          1/1          |      718.603 (718.603/718.603) [0]       |              2 (2/2) [0]              |    12   |   42   |      2      |  195622695  |
| !+jupiter/graph_1449.txt | jupiter/graph_1449/ |          1/1          |      81.0718 (81.0718/81.0718) [0]       |              3 (3/3) [0]              |    12   |   36   |      2      |   26472789  |
| !+jupiter/graph_1452.txt | jupiter/graph_1452/ |          1/1          |     0.543102 (0.543102/0.543102) [0]     |              3 (3/3) [0]              |    12   |   43   |      3      |    267633   |
| !+jupiter/graph_1454.txt | jupiter/graph_1454/ |          1/1          |      445.991 (445.991/445.991) [0]       |              3 (3/3) [0]              |    12   |   41   |      2      |  181172521  |
| !+jupiter/graph_1455.txt | jupiter/graph_1455/ |          1/1          |      1563.13 (1563.13/1563.13) [0]       |              2 (2/2) [0]              |    12   |   55   |      2      |  566452912  |
| !+jupiter/graph_1456.txt | jupiter/graph_1456/ |          1/1          |      2420.29 (2420.29/2420.29) [0]       |              2 (2/2) [0]              |    12   |   59   |      2      |  815915813  |
| !+jupiter/graph_1459.txt | jupiter/graph_1459/ |          1/1          |         64.46 (64.46/64.46) [0]          |              3 (3/3) [0]              |    12   |   34   |      2      |   19206600  |
| !+jupiter/graph_1461.txt | jupiter/graph_1461/ |          1/1          |      470.159 (470.159/470.159) [0]       |              3 (3/3) [0]              |    12   |   41   |      2      |  123283136  |
| !+jupiter/graph_1462.txt | jupiter/graph_1462/ |          1/1          |      720.288 (720.288/720.288) [0]       |              3 (3/3) [0]              |    12   |   42   |      2      |  216982892  |
| !+jupiter/graph_1463.txt | jupiter/graph_1463/ |          1/1          |     0.013359 (0.013359/0.013359) [0]     |              3 (3/3) [0]              |    12   |   34   |      3      |     6656    |
| !+jupiter/graph_1464.txt | jupiter/graph_1464/ |          1/1          |      3031.55 (3031.55/3031.55) [0]       |              2 (2/2) [0]              |    12   |   51   |      2      |  1152628055 |
| !+jupiter/graph_1465.txt | jupiter/graph_1465/ |          1/1          |      6853.51 (6853.51/6853.51) [0]       |              2 (2/2) [0]              |    12   |   52   |      2      |  2578361120 |
| !+jupiter/graph_1466.txt | jupiter/graph_1466/ |          1/1          |      2830.56 (2830.56/2830.56) [0]       |              2 (2/2) [0]              |    12   |   51   |      2      |  1063926459 |
| !+jupiter/graph_1467.txt | jupiter/graph_1467/ |          1/1          |      8.41807 (8.41807/8.41807) [0]       |              3 (3/3) [0]              |    12   |   35   |      3      |   4485464   |
| !+jupiter/graph_1470.txt | jupiter/graph_1470/ |          1/1          |      5419.55 (5419.55/5419.55) [0]       |              2 (2/2) [0]              |    12   |   54   |      2      |  1950067931 |
| !+jupiter/graph_1471.txt | jupiter/graph_1471/ |          1/1          |      273.007 (273.007/273.007) [0]       |              2 (2/2) [0]              |    12   |   42   |      2      |  122664701  |
| !+jupiter/graph_1473.txt | jupiter/graph_1473/ |          1/1          |        46.093 (46.093/46.093) [0]        |              3 (3/3) [0]              |    12   |   35   |      2      |   20691643  |
| !+jupiter/graph_1474.txt | jupiter/graph_1474/ |          1/1          |      4634.54 (4634.54/4634.54) [0]       |              3 (3/3) [0]              |    12   |   48   |      2      |  1190487720 |
| !+jupiter/graph_1475.txt | jupiter/graph_1475/ |          1/1          |      151.166 (151.166/151.166) [0]       |              2 (2/2) [0]              |    12   |   39   |      2      |   72715516  |
| !+jupiter/graph_1477.txt | jupiter/graph_1477/ |          1/1          |     0.818525 (0.818525/0.818525) [0]     |              3 (3/3) [0]              |    12   |   37   |      3      |    457775   |
| !+jupiter/graph_1478.txt | jupiter/graph_1478/ |          1/1          |      0.00113 (0.00113/0.00113) [0]       |              3 (3/3) [0]              |    12   |   33   |      3      |      46     |
| !+jupiter/graph_1479.txt | jupiter/graph_1479/ |          1/1          |      3563.98 (3563.98/3563.98) [0]       |              2 (2/2) [0]              |    12   |   48   |      2      |  1071753408 |
| !+jupiter/graph_1480.txt | jupiter/graph_1480/ |          1/1          |         49.27 (49.27/49.27) [0]          |              3 (3/3) [0]              |    12   |   35   |      2      |   19219968  |
| !+jupiter/graph_1482.txt | jupiter/graph_1482/ |          1/1          |      341.654 (341.654/341.654) [0]       |              3 (3/3) [0]              |    12   |   40   |      2      |  115655888  |
| !+jupiter/graph_1483.txt | jupiter/graph_1483/ |          1/1          |      2060.13 (2060.13/2060.13) [0]       |              3 (3/3) [0]              |    12   |   46   |      2      |  655012400  |
| !+jupiter/graph_1484.txt | jupiter/graph_1484/ |          1/1          |      91.6732 (91.6732/91.6732) [0]       |              3 (3/3) [0]              |    12   |   36   |      2      |   30233088  |
| !+jupiter/graph_1485.txt | jupiter/graph_1485/ |          1/1          |      26.5317 (26.5317/26.5317) [0]       |              3 (3/3) [0]              |    12   |   33   |      2      |   9242153   |
| !+jupiter/graph_1487.txt | jupiter/graph_1487/ |          1/1          |      37.2618 (37.2618/37.2618) [0]       |              3 (3/3) [0]              |    12   |   33   |      2      |   10261148  |
| !+jupiter/graph_1492.txt | jupiter/graph_1492/ |          1/1          |      149.567 (149.567/149.567) [0]       |              2 (2/2) [0]              |    12   |   37   |      2      |   32206623  |
| !+jupiter/graph_1493.txt | jupiter/graph_1493/ |          1/1          |      59.9184 (59.9184/59.9184) [0]       |              3 (3/3) [0]              |    12   |   34   |      2      |   16578095  |
| !+jupiter/graph_1494.txt | jupiter/graph_1494/ |          1/1          |      4459.21 (4459.21/4459.21) [0]       |              2 (2/2) [0]              |    12   |   48   |      2      |  1008694508 |
| !+jupiter/graph_1495.txt | jupiter/graph_1495/ |          1/1          |      545.142 (545.142/545.142) [0]       |              2 (2/2) [0]              |    12   |   41   |      2      |  126019045  |
| !+jupiter/graph_1497.txt | jupiter/graph_1497/ |          1/1          |     0.000682 (0.000682/0.000682) [0]     |              2 (2/2) [0]              |    12   |   47   |      2      |      6      |
